product_name,quantity,total_price,date_of_purchase
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",8,5592.00,07-01-2022
Gvr White 30 Pcs Hen White Eggs,10,2500.00,26-02-2022
Premium Agrros Hen White Eggs,5,1200.00,23-07-2023
Harvest Gold White Bread,10,550.00,10-06-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",4,2796.00,26-07-2022
The Health Factory Milk Bread,1,60.00,19-07-2023
Harvest Gold White Bread,5,275.00,25-07-2023
The Health Factory Milk Bread,10,600.00,05-01-2022
Britannia White Bread,4,240.00,12-07-2021
Harvest Gold Whole Wheat Bread,9,495.00,14-03-2023
Harvest Gold White Bread,1,55.00,01-03-2022
Britannia White Bread,1,60.00,01-05-2022
"Pork Life Balance Spanish Chorizo , 100 G",6,3000.00,18-02-2022
Gvr White 30 Pcs Hen White Eggs,3,750.00,14-06-2021
The Health Factory Milk Bread,8,480.00,02-02-2023
Harvest Gold White Bread,2,110.00,28-01-2022
Harvest Gold Whole Wheat Bread,10,550.00,20-07-2021
Gvr White 30 Pcs Hen White Eggs,5,1250.00,07-05-2022
Britannia White Bread,3,180.00,01-02-2022
Premium Agrros Hen White Eggs,3,720.00,27-02-2021
Harvest Gold White Bread,3,165.00,22-03-2021
Gvr White 30 Pcs Hen White Eggs,4,1000.00,11-01-2022
"Pork Life Balance Spanish Chorizo , 100 G",6,3000.00,23-07-2022
Premium Agrros Hen White Eggs,1,240.00,11-07-2022
Harvest Gold White Bread,5,275.00,12-05-2023
Harvest Gold White Bread,6,330.00,07-04-2023
"Pork Life Balance Spanish Chorizo , 100 G",8,4000.00,26-02-2021
The Health Factory Whole Wheat Bread,1,65.00,15-05-2022
The Health Factory Whole Wheat Bread,2,130.00,05-05-2023
"Pork Life Balance Spanish Chorizo , 100 G",2,1000.00,16-03-2021
Britannia White Bread,7,420.00,22-01-2021
"Pork Life Balance Spanish Chorizo , 100 G",10,5000.00,27-05-2022
Gvr White 30 Pcs Hen White Eggs,2,500.00,13-01-2021
Harvest Gold Whole Wheat Bread,1,55.00,10-03-2023
Gvr White 30 Pcs Hen White Eggs,3,750.00,03-03-2023
Gvr White 30 Pcs Hen White Eggs,10,2500.00,18-03-2021
Harvest Gold Whole Wheat Bread,5,275.00,20-06-2021
"Pork Life Balance Spanish Chorizo , 100 G",2,1000.00,16-07-2022
Harvest Gold White Bread,2,110.00,26-05-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",5,3495.00,23-02-2021
Harvest Gold Whole Wheat Bread,2,110.00,11-02-2022
Gvr White 30 Pcs Hen White Eggs,5,1250.00,09-07-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",2,1398.00,01-02-2023
Premium Agrros Hen White Eggs,6,1440.00,01-02-2023
Gvr White 30 Pcs Hen White Eggs,4,1000.00,09-05-2023
Britannia White Bread,7,420.00,12-06-2023
The Health Factory Whole Wheat Bread,6,390.00,09-05-2022
Premium Agrros Hen White Eggs,9,2160.00,04-07-2022
Premium Agrros Hen White Eggs,7,1680.00,25-01-2022
Premium Agrros Hen White Eggs,5,1200.00,04-05-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",5,3495.00,04-03-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",10,6990.00,06-01-2023
Gvr White 30 Pcs Hen White Eggs,6,1500.00,04-07-2022
The Health Factory Whole Wheat Bread,2,130.00,04-05-2022
Harvest Gold Whole Wheat Bread,4,220.00,19-07-2023
Gvr White 30 Pcs Hen White Eggs,5,1250.00,10-05-2023
The Health Factory Milk Bread,5,300.00,16-06-2022
Harvest Gold Whole Wheat Bread,9,495.00,20-05-2021
The Health Factory Whole Wheat Bread,10,650.00,23-02-2022
Harvest Gold Whole Wheat Bread,8,440.00,09-02-2022
The Health Factory Milk Bread,10,600.00,12-07-2022
The Health Factory Whole Wheat Bread,8,520.00,15-05-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",3,2097.00,26-06-2023
Britannia White Bread,10,600.00,06-01-2022
"Pork Life Balance Spanish Chorizo , 100 G",1,500.00,22-07-2022
Harvest Gold White Bread,1,55.00,25-04-2022
Gvr White 30 Pcs Hen White Eggs,5,1250.00,14-01-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",4,2796.00,09-06-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",10,6990.00,22-03-2021
The Health Factory Whole Wheat Bread,4,260.00,16-01-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",8,5592.00,05-02-2022
"Pork Life Balance Spanish Chorizo , 100 G",7,3500.00,28-05-2021
Premium Agrros Hen White Eggs,3,720.00,17-05-2023
"Pork Life Balance Spanish Chorizo , 100 G",3,1500.00,06-03-2023
Premium Agrros Hen White Eggs,5,1200.00,07-04-2021
Harvest Gold White Bread,9,495.00,27-05-2022
Harvest Gold White Bread,10,550.00,11-03-2022
Britannia White Bread,5,300.00,06-07-2021
The Health Factory Milk Bread,8,480.00,02-02-2023
The Health Factory Whole Wheat Bread,1,65.00,02-05-2023
The Health Factory Whole Wheat Bread,3,195.00,07-04-2022
Britannia White Bread,4,240.00,07-01-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",4,2796.00,28-05-2022
Britannia White Bread,10,600.00,19-01-2023
Gvr White 30 Pcs Hen White Eggs,9,2250.00,24-05-2021
Harvest Gold Whole Wheat Bread,8,440.00,09-06-2023
Britannia White Bread,2,120.00,23-01-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",2,1398.00,04-05-2023
Britannia White Bread,2,120.00,02-03-2021
"Pork Life Balance Spanish Chorizo , 100 G",4,2000.00,28-03-2023
Harvest Gold White Bread,5,275.00,23-05-2022
The Health Factory Whole Wheat Bread,8,520.00,02-03-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",5,3495.00,23-04-2022
Britannia White Bread,2,120.00,04-02-2021
Premium Agrros Hen White Eggs,9,2160.00,06-06-2023
The Health Factory Milk Bread,9,540.00,06-05-2021
Britannia White Bread,3,180.00,23-05-2021
Britannia White Bread,8,480.00,26-06-2022
Harvest Gold Whole Wheat Bread,7,385.00,07-07-2021
"Pork Life Balance Spanish Chorizo , 100 G",9,4500.00,19-03-2022
The Health Factory Whole Wheat Bread,6,390.00,03-05-2023
The Health Factory Milk Bread,5,300.00,28-02-2021
"Pork Life Balance Spanish Chorizo , 100 G",7,3500.00,20-06-2021
Gvr White 30 Pcs Hen White Eggs,8,2000.00,21-04-2023
The Health Factory Whole Wheat Bread,4,260.00,15-07-2022
The Health Factory Whole Wheat Bread,8,520.00,18-05-2023
The Health Factory Milk Bread,5,300.00,04-05-2023
"Pork Life Balance Spanish Chorizo , 100 G",4,2000.00,15-05-2022
The Health Factory Whole Wheat Bread,5,325.00,20-05-2022
Harvest Gold Whole Wheat Bread,6,330.00,26-04-2023
Britannia White Bread,5,300.00,14-04-2023
Harvest Gold Whole Wheat Bread,4,220.00,06-01-2021
The Health Factory Milk Bread,9,540.00,27-07-2022
Harvest Gold White Bread,10,550.00,11-04-2021
Premium Agrros Hen White Eggs,9,2160.00,16-03-2022
The Health Factory Whole Wheat Bread,3,195.00,24-05-2021
Premium Agrros Hen White Eggs,8,1920.00,17-04-2022
The Health Factory Milk Bread,7,420.00,22-03-2022
The Health Factory Whole Wheat Bread,10,650.00,07-02-2023
Harvest Gold White Bread,10,550.00,02-01-2023
The Health Factory Milk Bread,8,480.00,15-03-2023
Harvest Gold White Bread,4,220.00,08-04-2022
Harvest Gold White Bread,2,110.00,24-01-2021
Harvest Gold White Bread,5,275.00,10-02-2021
Harvest Gold Whole Wheat Bread,9,495.00,01-04-2021
The Health Factory Whole Wheat Bread,4,260.00,27-01-2022
Gvr White 30 Pcs Hen White Eggs,10,2500.00,16-07-2021
Harvest Gold White Bread,10,550.00,18-05-2022
The Health Factory Whole Wheat Bread,1,65.00,08-07-2021
Harvest Gold White Bread,5,275.00,17-03-2021
The Health Factory Milk Bread,4,240.00,17-01-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",8,5592.00,20-04-2023
Britannia White Bread,2,120.00,20-04-2023
Gvr White 30 Pcs Hen White Eggs,3,750.00,02-04-2023
The Health Factory Whole Wheat Bread,10,650.00,24-01-2022
Harvest Gold Whole Wheat Bread,6,330.00,26-01-2022
The Health Factory Whole Wheat Bread,2,130.00,05-01-2023
Gvr White 30 Pcs Hen White Eggs,5,1250.00,24-03-2022
The Health Factory Milk Bread,3,180.00,25-04-2022
The Health Factory Whole Wheat Bread,9,585.00,07-01-2022
Gvr White 30 Pcs Hen White Eggs,5,1250.00,13-07-2022
Britannia White Bread,5,300.00,13-05-2021
Britannia White Bread,6,360.00,12-04-2022
Gvr White 30 Pcs Hen White Eggs,2,500.00,12-01-2022
Britannia White Bread,10,600.00,22-01-2023
Britannia White Bread,2,120.00,22-06-2022
Harvest Gold Whole Wheat Bread,5,275.00,25-05-2021
Gvr White 30 Pcs Hen White Eggs,6,1500.00,18-04-2021
The Health Factory Milk Bread,4,240.00,14-02-2022
Premium Agrros Hen White Eggs,4,960.00,17-05-2022
The Health Factory Whole Wheat Bread,4,260.00,05-06-2021
Harvest Gold White Bread,9,495.00,24-07-2022
Harvest Gold Whole Wheat Bread,6,330.00,04-04-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",3,2097.00,11-05-2023
Harvest Gold White Bread,8,440.00,04-06-2023
Gvr White 30 Pcs Hen White Eggs,6,1500.00,10-02-2023
The Health Factory Milk Bread,3,180.00,02-07-2022
The Health Factory Milk Bread,2,120.00,02-05-2023
Gvr White 30 Pcs Hen White Eggs,7,1750.00,07-02-2022
"Pork Life Balance Spanish Chorizo , 100 G",8,4000.00,24-03-2022
Harvest Gold Whole Wheat Bread,1,55.00,22-01-2023
Britannia White Bread,5,300.00,12-01-2023
The Health Factory Whole Wheat Bread,1,65.00,17-05-2022
The Health Factory Whole Wheat Bread,9,585.00,28-04-2023
"Pork Life Balance Spanish Chorizo , 100 G",3,1500.00,28-06-2022
Harvest Gold Whole Wheat Bread,1,55.00,13-04-2021
Premium Agrros Hen White Eggs,3,720.00,11-04-2022
Premium Agrros Hen White Eggs,3,720.00,08-04-2023
Harvest Gold White Bread,3,165.00,06-06-2022
Harvest Gold White Bread,4,220.00,11-02-2022
The Health Factory Milk Bread,9,540.00,13-02-2023
"Pork Life Balance Spanish Chorizo , 100 G",1,500.00,08-04-2022
The Health Factory Whole Wheat Bread,3,195.00,12-03-2022
"Pork Life Balance Spanish Chorizo , 100 G",10,5000.00,22-03-2021
Harvest Gold White Bread,10,550.00,05-05-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",8,5592.00,25-02-2022
Harvest Gold Whole Wheat Bread,10,550.00,23-02-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",9,6291.00,23-07-2022
"Pork Life Balance Spanish Chorizo , 100 G",8,4000.00,05-03-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",10,6990.00,11-03-2023
Britannia White Bread,5,300.00,08-02-2021
Premium Agrros Hen White Eggs,3,720.00,13-05-2021
Gvr White 30 Pcs Hen White Eggs,6,1500.00,15-01-2022
Britannia White Bread,6,360.00,12-03-2023
Britannia White Bread,7,420.00,03-04-2023
The Health Factory Milk Bread,1,60.00,17-07-2023
The Health Factory Milk Bread,8,480.00,14-03-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",10,6990.00,18-07-2021
The Health Factory Milk Bread,9,540.00,12-05-2023
"Motorola Edge 50 Fusion (Hot Pink, 128 Gb)",7,3154.00,11-03-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",7,4893.00,15-01-2021
Harvest Gold White Bread,2,110.00,16-03-2022
Harvest Gold Whole Wheat Bread,8,440.00,17-07-2023
The Health Factory Whole Wheat Bread,10,650.00,23-06-2021
"Pork Life Balance Spanish Chorizo , 100 G",9,4500.00,20-07-2021
Britannia White Bread,8,480.00,23-01-2021
Harvest Gold White Bread,1,55.00,17-01-2023
Britannia White Bread,5,300.00,06-01-2021
Harvest Gold Whole Wheat Bread,5,275.00,08-01-2021
"Pork Life Balance Spanish Chorizo , 100 G",9,4500.00,07-03-2023
The Health Factory Whole Wheat Bread,2,130.00,28-03-2021
Gvr White 30 Pcs Hen White Eggs,6,1500.00,20-07-2021
Gvr White 30 Pcs Hen White Eggs,6,1500.00,04-06-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",5,3495.00,09-04-2023
Harvest Gold White Bread,2,110.00,22-03-2023
"Pork Life Balance Spanish Chorizo , 100 G",7,3500.00,05-04-2023
Harvest Gold White Bread,4,220.00,10-02-2023
Harvest Gold Whole Wheat Bread,1,55.00,25-04-2022
Harvest Gold White Bread,6,330.00,03-04-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",5,3495.00,10-01-2022
Harvest Gold Whole Wheat Bread,5,275.00,07-03-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",9,6291.00,02-01-2022
"Pork Life Balance Spanish Chorizo , 100 G",1,500.00,11-06-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",4,2796.00,25-04-2023
The Health Factory Milk Bread,7,420.00,09-07-2021
Harvest Gold White Bread,9,495.00,14-06-2023
The Health Factory Whole Wheat Bread,3,195.00,24-03-2023
Gvr White 30 Pcs Hen White Eggs,5,1250.00,11-03-2022
Gvr White 30 Pcs Hen White Eggs,2,500.00,15-06-2023
Gvr White 30 Pcs Hen White Eggs,3,750.00,02-02-2023
Gvr White 30 Pcs Hen White Eggs,3,750.00,16-03-2023
Gvr White 30 Pcs Hen White Eggs,1,250.00,28-07-2023
Harvest Gold White Bread,7,385.00,28-07-2022
Britannia White Bread,5,300.00,27-03-2021
Premium Agrros Hen White Eggs,5,1200.00,24-07-2023
Britannia White Bread,9,540.00,05-01-2021
The Health Factory Whole Wheat Bread,10,650.00,01-07-2021
The Health Factory Whole Wheat Bread,3,195.00,08-04-2021
Premium Agrros Hen White Eggs,3,720.00,04-03-2022
The Health Factory Milk Bread,3,180.00,24-04-2023
Premium Agrros Hen White Eggs,10,2400.00,26-04-2023
Gvr White 30 Pcs Hen White Eggs,9,2250.00,10-01-2023
Harvest Gold Whole Wheat Bread,10,550.00,27-02-2023
The Health Factory Milk Bread,2,120.00,09-03-2023
The Health Factory Milk Bread,4,240.00,28-02-2022
Premium Agrros Hen White Eggs,3,720.00,04-05-2021
"Pork Life Balance Spanish Chorizo , 100 G",5,2500.00,13-03-2023
Harvest Gold White Bread,10,550.00,25-01-2023
Harvest Gold Whole Wheat Bread,9,495.00,25-03-2023
The Health Factory Milk Bread,6,360.00,20-05-2023
"Pork Life Balance Spanish Chorizo , 100 G",2,1000.00,27-07-2023
The Health Factory Whole Wheat Bread,6,390.00,04-04-2022
Britannia White Bread,4,240.00,25-03-2021
"Pork Life Balance Spanish Chorizo , 100 G",1,500.00,20-07-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",3,2097.00,08-07-2022
The Health Factory Milk Bread,4,240.00,11-07-2023
The Health Factory Whole Wheat Bread,1,65.00,05-01-2022
Harvest Gold White Bread,1,55.00,26-05-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",10,6990.00,27-04-2021
Gvr White 30 Pcs Hen White Eggs,10,2500.00,17-05-2023
Gvr White 30 Pcs Hen White Eggs,8,2000.00,02-05-2023
Britannia White Bread,7,420.00,08-06-2021
Premium Agrros Hen White Eggs,1,240.00,27-01-2022
Britannia White Bread,6,360.00,24-07-2023
Gvr White 30 Pcs Hen White Eggs,5,1250.00,09-05-2023
Harvest Gold White Bread,10,550.00,02-03-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",7,4893.00,03-02-2021
Premium Agrros Hen White Eggs,3,720.00,01-04-2021
The Health Factory Milk Bread,1,60.00,05-02-2022
"Pork Life Balance Spanish Chorizo , 100 G",8,4000.00,21-01-2021
Britannia White Bread,2,120.00,14-06-2022
The Health Factory Whole Wheat Bread,2,130.00,24-07-2023
The Health Factory Milk Bread,8,480.00,05-01-2022
Premium Agrros Hen White Eggs,9,2160.00,27-03-2021
Harvest Gold White Bread,6,330.00,25-06-2021
The Health Factory Milk Bread,7,420.00,05-03-2022
Harvest Gold Whole Wheat Bread,3,165.00,11-02-2021
The Health Factory Whole Wheat Bread,9,585.00,02-05-2023
Harvest Gold White Bread,2,110.00,07-07-2023
Harvest Gold Whole Wheat Bread,6,330.00,11-04-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",9,6291.00,06-03-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",1,699.00,01-05-2021
Harvest Gold Whole Wheat Bread,6,330.00,20-05-2022
Harvest Gold White Bread,9,495.00,24-01-2022
Britannia White Bread,3,180.00,13-07-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",4,2796.00,01-06-2023
Gvr White 30 Pcs Hen White Eggs,7,1750.00,23-06-2022
"Pork Life Balance Spanish Chorizo , 100 G",1,500.00,27-03-2023
"Pork Life Balance Spanish Chorizo , 100 G",2,1000.00,19-04-2023
Gvr White 30 Pcs Hen White Eggs,4,1000.00,05-01-2021
Harvest Gold Whole Wheat Bread,6,330.00,02-06-2023
"Pork Life Balance Spanish Chorizo , 100 G",9,4500.00,28-07-2023
Harvest Gold White Bread,1,55.00,05-02-2021
Gvr White 30 Pcs Hen White Eggs,6,1500.00,20-03-2023
Britannia White Bread,7,420.00,28-05-2023
Harvest Gold Whole Wheat Bread,10,550.00,28-07-2022
Harvest Gold White Bread,5,275.00,06-04-2023
Harvest Gold Whole Wheat Bread,10,550.00,23-04-2021
Gvr White 30 Pcs Hen White Eggs,8,2000.00,22-05-2021
Harvest Gold White Bread,6,330.00,14-04-2021
Premium Agrros Hen White Eggs,1,240.00,28-01-2023
The Health Factory Milk Bread,6,360.00,11-04-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",8,5592.00,12-01-2023
Gvr White 30 Pcs Hen White Eggs,5,1250.00,13-01-2021
Premium Agrros Hen White Eggs,2,480.00,08-05-2022
The Health Factory Whole Wheat Bread,6,390.00,21-05-2021
"Pork Life Balance Spanish Chorizo , 100 G",6,3000.00,25-07-2021
The Health Factory Milk Bread,7,420.00,21-01-2021
Britannia White Bread,8,480.00,28-07-2022
Britannia White Bread,4,240.00,19-04-2022
Harvest Gold Whole Wheat Bread,3,165.00,21-02-2023
Gvr White 30 Pcs Hen White Eggs,8,2000.00,20-04-2022
The Health Factory Whole Wheat Bread,8,520.00,04-06-2022
Harvest Gold Whole Wheat Bread,8,440.00,10-07-2022
"Pork Life Balance Spanish Chorizo , 100 G",5,2500.00,18-05-2023
Gvr White 30 Pcs Hen White Eggs,7,1750.00,25-01-2021
Gvr White 30 Pcs Hen White Eggs,9,2250.00,11-01-2023
The Health Factory Milk Bread,6,360.00,20-02-2021
Harvest Gold White Bread,2,110.00,19-03-2021
Gvr White 30 Pcs Hen White Eggs,1,250.00,23-03-2023
Premium Agrros Hen White Eggs,6,1440.00,06-02-2022
Harvest Gold Whole Wheat Bread,2,110.00,11-05-2021
The Health Factory Milk Bread,3,180.00,19-07-2021
Premium Agrros Hen White Eggs,4,960.00,23-01-2023
Premium Agrros Hen White Eggs,6,1440.00,02-05-2021
Harvest Gold White Bread,2,110.00,16-07-2022
Harvest Gold White Bread,2,110.00,11-05-2022
The Health Factory Milk Bread,10,600.00,24-03-2023
Harvest Gold Whole Wheat Bread,7,385.00,23-01-2022
Premium Agrros Hen White Eggs,6,1440.00,28-01-2021
Harvest Gold White Bread,1,55.00,12-03-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",9,6291.00,16-01-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",3,2097.00,20-05-2021
The Health Factory Milk Bread,10,600.00,19-05-2021
Harvest Gold White Bread,1,55.00,09-05-2022
Gvr White 30 Pcs Hen White Eggs,2,500.00,07-05-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",6,4194.00,21-06-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",1,699.00,25-01-2023
The Health Factory Whole Wheat Bread,6,390.00,05-04-2021
Britannia White Bread,8,480.00,16-06-2022
The Health Factory Whole Wheat Bread,10,650.00,23-06-2022
Harvest Gold Whole Wheat Bread,4,220.00,02-04-2022
Gvr White 30 Pcs Hen White Eggs,3,750.00,17-02-2023
The Health Factory Milk Bread,8,480.00,01-03-2021
The Health Factory Whole Wheat Bread,5,325.00,27-02-2022
Harvest Gold Whole Wheat Bread,9,495.00,12-03-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",8,5592.00,16-06-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",7,4893.00,06-04-2021
"Pork Life Balance Spanish Chorizo , 100 G",9,4500.00,11-05-2022
Britannia White Bread,3,180.00,18-01-2022
Harvest Gold White Bread,7,385.00,06-06-2022
Harvest Gold White Bread,1,55.00,22-05-2022
Britannia White Bread,7,420.00,10-06-2023
Premium Agrros Hen White Eggs,8,1920.00,07-06-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",4,2796.00,28-06-2022
The Health Factory Whole Wheat Bread,7,455.00,10-07-2022
The Health Factory Whole Wheat Bread,6,390.00,08-06-2022
Gvr White 30 Pcs Hen White Eggs,6,1500.00,17-06-2022
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",8,5592.00,26-03-2022
The Health Factory Milk Bread,7,420.00,28-05-2023
"Pork Life Balance Spanish Chorizo , 100 G",1,500.00,05-03-2021
Premium Agrros Hen White Eggs,3,720.00,17-05-2023
"Pork Life Balance Spanish Chorizo , 100 G",2,1000.00,24-07-2021
The Health Factory Whole Wheat Bread,8,520.00,27-01-2021
Harvest Gold Whole Wheat Bread,3,165.00,15-06-2022
Gvr White 30 Pcs Hen White Eggs,2,500.00,12-01-2021
The Health Factory Whole Wheat Bread,10,650.00,15-07-2022
Gvr White 30 Pcs Hen White Eggs,5,1250.00,28-06-2023
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",1,699.00,16-06-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",4,2796.00,22-02-2022
The Health Factory Whole Wheat Bread,8,520.00,19-03-2023
Harvest Gold White Bread,4,220.00,20-02-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",6,4194.00,25-01-2022
"Pork Life Balance Spanish Chorizo , 100 G",4,2000.00,02-04-2022
Premium Agrros Hen White Eggs,10,2400.00,20-04-2022
Harvest Gold White Bread,7,385.00,22-03-2021
"Decadent Foods Zwan Chicken Luncheon Meat , 200 G",2,1398.00,08-06-2021
"Pork Life Balance Spanish Chorizo , 100 G",1,500.00,26-03-2023
Harvest Gold Whole Wheat Bread,2,110.00,17-01-2021
